ID,RENDIMIENTO_GLOBAL
165305,alto
638723,bajo
16656,alto
36132,bajo
906700,bajo
881237,medio-alto
369654,alto
151952,bajo
267241,medio-bajo
187876,medio-bajo
683779,alto
82304,alto
374254,alto
913908,alto
973321,alto
118788,alto
498983,bajo
589072,bajo
608271,bajo
809918,alto
381986,bajo
800588,alto
280974,bajo
139816,medio-bajo
786991,bajo
523735,alto
499129,alto
597125,alto
130203,bajo
594647,alto
48244,bajo
694096,medio-alto
372454,alto
722953,bajo
418333,alto
533475,medio-bajo
736230,alto
735237,medio-alto
785070,alto
95116,medio-alto
189865,medio-alto
381077,alto
951640,alto
577160,medio-alto
587427,medio-alto
629110,medio-alto
508173,alto
367146,bajo
107528,alto
930080,bajo
313902,alto
787054,bajo
77397,bajo
419544,bajo
26985,medio-bajo
784872,alto
921063,alto
740620,alto
767204,bajo
831095,alto
260204,alto
269539,alto
23277,medio-alto
623526,medio-alto
223385,alto
830827,bajo
594560,alto
767103,medio-bajo
706840,bajo
240871,alto
4693,alto
937693,alto
353041,medio-bajo
423305,medio-alto
919717,bajo
929759,medio-alto
624901,bajo
869469,bajo
277517,alto
645048,bajo
669026,bajo
488276,bajo
757353,alto
138748,alto
483228,bajo
840729,medio-bajo
778806,alto
105225,alto
25325,bajo
375338,bajo
139757,alto
111248,alto
531505,alto
341721,bajo
247336,bajo
165491,medio-bajo
746091,alto
158396,alto
116168,alto
187718,bajo
653525,bajo
600101,alto
433692,bajo
924098,medio-alto
715130,medio-bajo
561091,bajo
16600,bajo
34281,alto
801442,alto
701148,bajo
293822,medio-alto
75528,bajo
521918,alto
921720,alto
579989,alto
313647,alto
604899,bajo
719368,alto
6327,medio-bajo
357516,bajo
161681,bajo
491925,alto
690157,medio-alto
714383,bajo
5281,alto
611312,bajo
14753,alto
963491,medio-bajo
435670,alto
875452,alto
170853,alto
736707,alto
881377,alto
756735,alto
726411,medio-bajo
63632,alto
14627,alto
834125,bajo
14635,medio-alto
484438,bajo
876766,bajo
840408,alto
963719,alto
274539,bajo
307174,alto
107906,alto
318806,medio-bajo
834287,bajo
113843,medio-bajo
939473,medio-alto
158058,alto
905009,alto
43711,bajo
869936,alto
636079,alto
742445,alto
678685,alto
60746,alto
808621,alto
270724,bajo
934308,medio-alto
832566,medio-alto
427901,alto
464097,alto
873731,alto
717368,medio-bajo
181245,bajo
740473,alto
405,alto
598122,alto
293205,bajo
557365,alto
364722,medio-bajo
653235,bajo
185701,alto
401070,alto
731159,alto
687796,alto
223664,alto
560099,alto
141842,bajo
930209,alto
967665,alto
731576,medio-alto
795908,bajo
622306,bajo
120389,alto
397092,alto
184127,bajo
823110,alto
471100,alto
385365,alto
44126,alto
93370,alto
659730,alto
706137,bajo
755098,bajo
403183,bajo
20679,alto
929321,alto
732702,bajo
851584,alto
338210,alto
401315,alto
867908,alto
718848,bajo
954298,medio-bajo
567927,alto
613833,medio-alto
352934,bajo
414811,bajo
267159,alto
650440,bajo
181573,bajo
796482,medio-bajo
715382,alto
953273,bajo
40815,alto
180113,bajo
415881,alto
973172,alto
75666,medio-alto
94967,alto
228002,alto
963575,alto
242455,alto
86320,alto
216012,alto
219358,bajo
771085,bajo
605088,alto
273525,alto
620367,medio-alto
681610,alto
496096,bajo
935366,alto
507812,bajo
856799,alto
318108,alto
915223,alto
212028,medio-alto
708909,bajo
529184,alto
106343,bajo
530972,alto
20460,alto
542525,alto
561256,bajo
711778,alto
500209,alto
530238,alto
682764,alto
555434,alto
786767,alto
575171,medio-bajo
438263,alto
241093,alto
429555,medio-alto
767527,alto
877753,alto
702745,alto
730054,bajo
145483,alto
142719,bajo
843672,medio-bajo
165287,alto
517522,alto
403931,alto
922363,medio-bajo
228188,alto
921217,bajo
473187,alto
256520,alto
626216,alto
689743,alto
628689,alto
393912,medio-bajo
320853,alto
111329,bajo
946927,alto
157088,medio-bajo
645992,medio-bajo
405115,alto
617280,alto
621697,alto
6002,bajo
138334,alto
218359,alto
613837,alto
743917,bajo
791526,alto
644369,bajo
584517,alto
937796,alto
82414,alto
280921,medio-bajo
975575,bajo
930868,bajo
470796,alto
181141,alto
906400,bajo
941186,medio-alto
340401,alto
39791,medio-alto
422930,alto
886284,bajo
232548,bajo
476650,alto
541844,alto
940141,alto
587573,alto
717381,alto
975809,alto
284350,bajo
973565,alto
334504,alto
383201,bajo
217662,alto
767782,alto
618142,alto
55973,alto
601059,alto
195350,alto
354843,alto
725655,alto
827487,bajo
124830,alto
267951,bajo
423355,bajo
544771,medio-bajo
424315,medio-alto
35099,alto
574829,bajo
417797,bajo
932596,medio-bajo
861196,bajo
226427,medio-alto
42867,medio-alto
408830,alto
819800,bajo
850503,alto
341573,bajo
860054,medio-bajo
716042,alto
429324,bajo
718202,alto
906475,alto
828519,bajo
467443,alto
503438,medio-bajo
385341,alto
332684,alto
125217,medio-alto
798942,alto
411475,alto
586773,bajo
95652,alto
456276,alto
760091,alto
622831,alto
370275,alto
789633,bajo
409772,medio-alto
310609,alto
647445,alto
228021,alto
494220,medio-bajo
108109,bajo
158434,medio-bajo
704443,alto
501642,alto
596425,bajo
855345,bajo
689703,alto
960832,bajo
62506,alto
700442,alto
859989,medio-alto
369516,alto
869607,alto
544009,medio-alto
205120,medio-alto
318487,alto
524634,alto
98060,medio-alto
605984,medio-bajo
340339,alto
720004,alto
275539,alto
267854,alto
156735,bajo
589882,alto
97856,bajo
705656,alto
534979,bajo
30664,alto
945319,medio-alto
741938,bajo
817391,medio-alto
727579,medio-bajo
965858,medio-bajo
243175,medio-alto
963960,alto
338342,medio-alto
665824,bajo
269781,alto
136669,alto
723053,alto
169982,alto
330577,medio-bajo
984512,bajo
678342,alto
706706,medio-bajo
89954,bajo
963201,alto
798900,alto
972642,alto
599096,bajo
694832,alto
302716,medio-alto
447521,alto
280442,alto
390196,alto
889238,alto
527345,bajo
832472,alto
607057,medio-bajo
94238,alto
933638,alto
620088,medio-alto
304770,alto
119936,alto
83848,alto
465922,alto
460238,alto
196835,alto
457246,bajo
139797,medio-alto
326602,bajo
432154,alto
116294,medio-bajo
267070,alto
175663,alto
917084,alto
25918,medio-alto
27762,alto
596738,alto
149424,alto
3622,bajo
689381,bajo
988533,medio-alto
479377,medio-alto
278652,alto
16112,alto
550664,bajo
806232,medio-bajo
718548,alto
95916,alto
788736,medio-alto
229873,alto
236436,bajo
792736,alto
838624,medio-alto
553043,bajo
508547,bajo
812707,bajo
382152,medio-bajo
340658,medio-alto
81866,bajo
887820,alto
222377,alto
510630,bajo
773388,alto
110571,medio-alto
115051,medio-alto
599278,alto
178372,bajo
781185,alto
355620,alto
739797,alto
573334,alto
717959,bajo
280020,bajo
852109,alto
377616,medio-bajo
816046,medio-alto
379060,alto
610956,bajo
117056,medio-alto
305663,medio-alto
604721,alto
153518,medio-alto
850054,alto
487561,bajo
247429,alto
344757,alto
700868,medio-bajo
95573,alto
641642,alto
544739,alto
204479,bajo
865085,alto
986880,medio-bajo
789071,medio-alto
781367,bajo
52689,alto
907997,bajo
654041,alto
492578,bajo
730890,bajo
7975,bajo
832650,alto
420480,alto
754568,alto
420723,alto
664102,alto
761451,bajo
970007,alto
276699,bajo
516227,medio-bajo
3774,alto
763700,bajo
381423,medio-alto
286289,medio-bajo
322386,alto
874723,alto
957524,bajo
528291,alto
601921,alto
662704,bajo
895984,alto
357997,bajo
50528,bajo
331935,bajo
855003,bajo
487659,medio-bajo
235980,alto
594489,medio-bajo
305637,bajo
402614,bajo
733476,alto
215337,medio-alto
421235,alto
738267,alto
783333,bajo
197991,alto
313049,bajo
141727,bajo
30761,alto
553931,alto
731936,alto
25122,bajo
664916,medio-alto
640163,bajo
861571,medio-bajo
973762,medio-alto
310425,bajo
97759,alto
308100,alto
598204,alto
67351,medio-bajo
599307,alto
376242,alto
519884,alto
664630,bajo
572267,medio-alto
635704,alto
863143,alto
211065,medio-bajo
867331,alto
975702,alto
463551,alto
670818,alto
290852,bajo
936299,alto
773911,bajo
227157,alto
533191,bajo
820059,alto
225541,alto
56089,alto
415092,alto
656002,bajo
167619,alto
260470,alto
52208,bajo
571542,medio-alto
109075,alto
80438,alto
316331,alto
563926,alto
342890,medio-alto
416641,bajo
772011,bajo
676776,medio-alto
714610,bajo
370715,medio-alto
599399,alto
559555,alto
386741,alto
671727,alto
318450,bajo
730489,alto
488193,medio-bajo
390450,alto
969247,bajo
382406,alto
301732,alto
608400,medio-alto
10156,alto
604449,medio-alto
59691,bajo
456790,bajo
382213,bajo
560933,alto
467622,alto
873222,bajo
570642,alto
118492,medio-alto
385397,bajo
175538,alto
258883,medio-bajo
318025,alto
701350,alto
460335,bajo
249624,alto
945950,bajo
710712,bajo
809904,bajo
844459,bajo
283652,alto
278290,bajo
351933,bajo
888248,bajo
638867,medio-bajo
559391,alto
253695,medio-bajo
734196,medio-alto
51510,alto
192411,medio-alto
378581,bajo
642407,bajo
514056,bajo
19088,alto
456586,medio-alto
149335,alto
563367,bajo
206807,alto
812737,alto
307854,bajo
750353,bajo
310794,alto
918013,bajo
789786,alto
625254,bajo
568765,bajo
700195,alto
783974,alto
238579,bajo
109283,bajo
663864,alto
687685,bajo
856390,alto
698940,medio-alto
512282,medio-bajo
730168,bajo
590289,alto
455195,alto
828479,alto
323445,alto
227376,alto
274281,alto
411064,alto
30409,alto
867082,bajo
175644,alto
834419,alto
876744,alto
575906,alto
238416,alto
245369,alto
107602,alto
822397,alto
132807,medio-bajo
150124,alto
369275,bajo
969769,alto
138951,bajo
171831,alto
741000,alto
671257,alto
312742,alto
209958,alto
504621,alto
926926,alto
218422,alto
962432,bajo
393568,alto
595526,alto
756301,bajo
288737,medio-alto
41409,alto
305923,alto
845653,alto
335133,alto
883486,alto
635657,alto
693260,alto
188151,bajo
265410,medio-alto
486788,alto
121708,alto
948329,bajo
90966,medio-alto
616720,alto
646049,alto
988846,bajo
165661,medio-alto
885426,alto
799699,alto
355527,bajo
251538,alto
431475,alto
66225,alto
881569,bajo
189646,alto
23741,alto
250972,medio-bajo
604082,bajo
695831,medio-alto
112317,alto
40649,alto
825664,alto
350810,alto
874608,bajo
888247,alto
15957,alto
667065,alto
629329,bajo
315645,medio-bajo
778208,bajo
851465,alto
461250,medio-alto
701749,bajo
243147,bajo
189261,alto
604239,medio-alto
395541,medio-alto
427436,medio-bajo
136720,alto
924045,alto
671909,bajo
830952,alto
792149,alto
123579,alto
760677,medio-alto
257911,alto
695843,alto
690620,alto
908792,alto
728145,alto
249474,bajo
402054,alto
256224,medio-alto
18001,alto
147626,bajo
869845,alto
883968,medio-alto
974632,alto
504203,bajo
311527,alto
898181,alto
659283,bajo
244863,medio-alto
717090,medio-bajo
420508,bajo
30835,alto
244958,alto
266553,bajo
972654,alto
641258,bajo
237392,medio-alto
103635,alto
432347,bajo
511280,alto
170394,alto
502352,bajo
704194,alto
702621,bajo
44793,medio-bajo
463534,alto
823742,alto
713063,medio-bajo
487625,alto
698380,bajo
540636,bajo
216696,alto
524178,alto
737290,alto
862183,medio-alto
489897,bajo
621171,medio-alto
411560,alto
49065,alto
792717,alto
138714,alto
217942,alto
834799,medio-bajo
372184,medio-alto
431533,bajo
948974,bajo
395430,medio-alto
681311,alto
35850,medio-alto
810874,alto
768767,bajo
83528,alto
386580,alto
22891,alto
985882,bajo
880310,alto
515659,medio-alto
875555,bajo
76810,alto
162311,alto
397834,alto
883661,alto
595850,alto
498995,alto
284845,alto
261001,alto
213602,alto
158212,bajo
245731,bajo
501542,alto
396347,medio-alto
607732,bajo
626709,alto
881861,bajo
283657,alto
98564,bajo
683896,medio-bajo
161860,alto
862841,alto
857975,alto
457398,medio-bajo
380410,alto
969645,alto
493788,medio-alto
18702,alto
894905,medio-bajo
882026,alto
278133,medio-alto
445830,alto
460638,alto
681813,bajo
516395,bajo
638152,bajo
918348,alto
428895,alto
941049,alto
552873,bajo
703433,alto
373911,alto
487571,medio-alto
744001,bajo
764293,alto
723504,alto
158750,alto
233944,bajo
776390,bajo
576499,alto
460215,medio-bajo
101595,alto
391246,medio-bajo
300870,alto
523144,alto
575272,alto
283958,bajo
766539,bajo
255196,alto
531955,alto
177786,bajo
127099,bajo
62601,medio-alto
115698,bajo
884720,alto
876457,alto
917788,alto
906041,alto
182222,alto
643466,alto
497209,alto
975433,bajo
38769,bajo
928159,medio-alto
942374,medio-alto
891384,bajo
395800,medio-bajo
816248,alto
290953,alto
321971,alto
884564,medio-alto
136927,bajo
457360,bajo
835892,medio-alto
908449,bajo
213290,alto
319336,alto
954641,bajo
785098,bajo
512953,alto
706174,bajo
71069,alto
621117,bajo
83623,medio-bajo
969747,alto
918483,alto
239564,medio-bajo
300621,bajo
778758,medio-alto
733182,medio-bajo
48925,bajo
267261,bajo
731439,alto
672677,alto
932518,alto
825570,alto
952013,alto
241652,bajo
657723,alto
449214,alto
82030,alto
873111,bajo
888975,medio-bajo
757617,medio-bajo
264618,medio-bajo
508410,bajo
560148,alto
813050,bajo
655893,bajo
582374,medio-alto
833969,bajo
176295,medio-alto
86626,alto
107627,bajo
681941,bajo
595486,medio-alto
192892,medio-bajo
222023,alto
788204,bajo
234594,alto
249388,alto
166169,medio-alto
42172,bajo
873851,alto
947055,alto
705687,alto
884110,alto
122820,bajo
689064,medio-alto
632247,bajo
550031,alto
761839,alto
799206,bajo
599241,alto
912662,alto
45236,alto
78576,bajo
65174,medio-alto
982412,alto
442330,alto
724548,alto
5860,alto
573614,alto
384557,medio-alto
754171,bajo
209992,alto
624316,bajo
722678,medio-bajo
445890,bajo
368083,bajo
274639,bajo
174339,bajo
357290,alto
71975,alto
185039,alto
689459,bajo
524824,bajo
782551,alto
968027,alto
69047,medio-bajo
22834,alto
942892,medio-bajo
212908,bajo
730313,alto
583496,alto
230806,alto
843418,bajo
315690,alto
436871,bajo
405739,bajo
316255,alto
696675,medio-bajo
811744,medio-alto
99192,medio-alto
216633,alto
768328,alto
200755,alto
240898,bajo
559352,bajo
211415,alto
608116,alto
178543,alto
736768,medio-alto
756513,medio-bajo
969162,medio-alto
334818,bajo
269764,alto
442731,alto
910000,alto
908678,medio-bajo
974651,medio-bajo
33878,alto
767468,medio-alto
387125,alto
862425,alto
951471,medio-bajo
522356,alto
690781,alto
656348,alto
572646,medio-bajo
515346,bajo
796646,medio-alto
81855,medio-alto
3405,bajo
978602,medio-bajo
54828,alto
926960,alto
220090,alto
517327,bajo
621405,medio-alto
304808,alto
2641,alto
930295,medio-alto
900220,medio-bajo
369,medio-alto
85421,bajo
612450,medio-alto
354631,bajo
292586,medio-alto
907401,alto
550521,alto
426657,alto
137062,alto
191559,alto
630925,alto
931662,bajo
56333,alto
911721,alto
366495,medio-bajo
931223,alto
184476,alto
364527,bajo
823551,bajo
46950,medio-bajo
666575,alto
405441,bajo
897509,medio-alto
611110,alto
728322,bajo
228659,bajo
117762,alto
291409,medio-alto
892864,medio-bajo
498671,medio-alto
408708,medio-alto
348432,bajo
834655,bajo
388582,medio-bajo
973973,alto
134760,alto
92572,medio-bajo
394503,alto
871769,alto
374318,bajo
290884,bajo
535637,alto
855495,bajo
533463,bajo
445144,alto
803034,bajo
813810,alto
45132,alto
598919,bajo
651894,alto
231779,bajo
603265,bajo
484246,bajo
90071,bajo
285969,medio-alto
719431,bajo
867438,medio-bajo
778431,medio-alto
938587,bajo
575818,alto
185930,bajo
318921,alto
532512,bajo
159661,alto
5379,alto
42620,alto
277036,alto
736202,alto
882946,bajo
725320,medio-alto
240163,bajo
88077,alto
119401,alto
502279,bajo
397526,bajo
323797,medio-bajo
445205,alto
862743,alto
508459,alto
558719,alto
767019,alto
775247,medio-alto
98908,bajo
974999,medio-alto
633921,medio-bajo
764051,bajo
254617,alto
435917,bajo
316588,medio-alto
368748,alto
750434,alto
988075,alto
574457,bajo
139201,bajo
177784,alto
193027,medio-alto
254054,bajo
212313,medio-bajo
963315,medio-alto
155990,alto
513909,medio-alto
138589,medio-bajo
641907,bajo
834062,medio-alto
398436,alto
679450,alto
420327,alto
151052,alto
496433,alto
733206,bajo
834414,alto
55703,medio-alto
530333,medio-bajo
247183,medio-alto
983912,bajo
644571,bajo
618258,alto
228147,bajo
520861,alto
547002,alto
549339,alto
454807,bajo
864446,alto
354248,alto
434652,bajo
347096,medio-alto
380627,alto
921365,alto
330562,alto
732736,bajo
813744,alto
94523,alto
228583,bajo
607609,alto
276659,alto
108106,alto
896152,alto
915637,alto
301701,medio-alto
902931,alto
613278,medio-alto
755225,bajo
877717,alto
779430,alto
147465,bajo
109300,alto
45090,bajo
739539,bajo
179341,medio-alto
146273,alto
341503,bajo
932257,medio-bajo
755184,bajo
889208,alto
77426,alto
880985,alto
382063,alto
281170,alto
389968,medio-alto
222919,alto
756313,medio-alto
599069,alto
321383,alto
791171,alto
782770,alto
552752,bajo
575214,alto
733304,bajo
56894,alto
571267,alto
359787,medio-alto
272679,bajo
592549,bajo
596228,medio-alto
909455,alto
164937,bajo
847852,medio-bajo
645617,medio-bajo
778118,alto
396722,alto
761866,bajo
57623,bajo
175794,medio-alto
498426,alto
872611,bajo
564607,alto
56191,alto
646799,alto
655624,alto
109178,alto
907551,alto
922574,alto
153400,medio-bajo
959033,alto
510427,alto
210140,alto
144408,bajo
168999,bajo
855516,alto
879437,medio-bajo
927655,alto
362143,bajo
253236,medio-alto
709275,alto
437343,bajo
470901,alto
28070,bajo
781304,bajo
695489,alto
568798,bajo
817781,bajo
611376,bajo
322729,alto
655621,bajo
312305,bajo
930223,medio-bajo
490357,medio-alto
718930,bajo
155139,bajo
586766,alto
781673,alto
261474,alto
941111,alto
501272,bajo
703774,bajo
115127,bajo
117402,alto
713101,medio-alto
255926,alto
841221,alto
360525,alto
13058,bajo
370135,bajo
94376,alto
800411,alto
232048,alto
156774,medio-bajo
500308,alto
381536,alto
985634,medio-alto
122262,bajo
303536,medio-bajo
278145,medio-bajo
51247,alto
730954,alto
598276,medio-bajo
134819,alto
613099,bajo
695815,bajo
157926,alto
940918,medio-alto
809929,alto
916742,alto
640066,bajo
243584,bajo
552635,medio-alto
333419,alto
279944,alto
466630,alto
276417,alto
469386,medio-bajo
299848,bajo
319596,alto
506394,medio-alto
275580,alto
912768,alto
316035,medio-alto
843496,alto
3383,bajo
792714,bajo
358250,medio-alto
782865,alto
412269,medio-alto
324224,bajo
800072,bajo
221706,alto
109832,bajo
674980,bajo
227360,alto
349671,alto
287272,bajo
104042,bajo
256212,alto
887670,alto
454013,bajo
134544,alto
352921,bajo
319206,alto
384459,alto
611577,alto
819795,bajo
170192,alto
469461,medio-bajo
436495,bajo
753429,alto
182881,alto
222815,bajo
862998,alto
856511,alto
445016,bajo
789048,alto
280790,medio-bajo
780706,bajo
754369,alto
801142,bajo
443990,bajo
717596,bajo
238728,medio-bajo
50656,medio-alto
425035,bajo
382818,bajo
724006,alto
914307,alto
632125,bajo
626286,bajo
547151,alto
938528,alto
594860,alto
321405,alto
231945,alto
45488,bajo
302568,alto
82343,alto
235244,medio-alto
824478,bajo
946019,alto
392206,alto
83683,alto
375611,alto
522272,alto
413560,alto
912278,alto
627934,alto
871656,bajo
460899,bajo
948782,alto
518512,alto
257983,alto
516397,bajo
446661,alto
262480,alto
79693,alto
872640,bajo
451228,medio-alto
205627,alto
921775,bajo
355847,alto
901793,medio-alto
403303,alto
42759,alto
488347,alto
796987,bajo
241133,bajo
153366,medio-alto
116938,alto
946116,alto
85337,bajo
692040,alto
83332,alto
327304,bajo
846418,bajo
381689,alto
958224,alto
949968,alto
735880,bajo
823744,alto
416594,bajo
353069,alto
964851,medio-alto
482604,alto
642672,alto
565884,alto
750821,alto
506852,alto
364019,bajo
768513,alto
617808,alto
24749,bajo
343302,medio-bajo
567001,medio-alto
404013,medio-bajo
779690,bajo
283856,medio-bajo
838970,alto
352685,medio-alto
484386,alto
966,medio-bajo
444709,alto
616591,bajo
524039,medio-alto
385008,medio-alto
383012,bajo
63528,alto
121365,alto
27509,medio-alto
258134,medio-alto
38932,alto
869711,alto
74604,medio-alto
629205,alto
410736,alto
671335,medio-alto
875726,alto
853831,medio-bajo
70968,alto
480199,alto
82054,alto
59988,alto
861951,alto
878954,alto
191433,bajo
225885,alto
159435,bajo
495621,alto
144863,bajo
208806,medio-bajo
956612,bajo
318389,bajo
299349,alto
243780,alto
414629,alto
417567,alto
159181,bajo
142028,medio-bajo
411218,bajo
131223,alto
299296,bajo
701357,medio-alto
651315,alto
609128,alto
147277,alto
192064,alto
10229,bajo
692476,medio-bajo
384845,medio-bajo
856601,alto
12843,alto
20986,alto
780218,bajo
538213,alto
13645,alto
439179,bajo
182965,bajo
56020,alto
336453,bajo
949794,alto
689247,bajo
952115,bajo
609372,alto
950168,bajo
832535,bajo
264161,bajo
728854,alto
454099,alto
425006,alto
435697,alto
618502,alto
354804,medio-alto
236755,bajo
184395,alto
569574,bajo
520152,bajo
124326,alto
67808,alto
647593,bajo
179277,alto
482151,bajo
521080,alto
490666,alto
479166,bajo
237673,bajo
672541,alto
498102,alto
788431,medio-bajo
846145,alto
719705,alto
257715,medio-alto
659065,alto
340195,medio-alto
594646,bajo
773025,alto
888686,alto
534031,alto
718697,alto
910136,bajo
430503,alto
508795,bajo
29434,alto
312609,bajo
988278,bajo
698891,medio-alto
258272,alto
517174,alto
397902,medio-bajo
978890,bajo
529777,medio-bajo
908239,alto
982398,alto
539892,alto
530189,alto
972422,medio-alto
451814,alto
848159,alto
238727,medio-alto
72265,bajo
846655,bajo
635537,alto
100415,medio-bajo
576719,alto
489703,bajo
531841,alto
269037,alto
621313,medio-alto
957777,medio-alto
600713,alto
379343,bajo
2793,medio-alto
826881,medio-alto
903319,alto
349564,bajo
418680,medio-alto
400783,alto
648660,alto
25741,alto
713198,alto
436339,alto
651478,alto
776665,medio-alto
558642,bajo
150850,bajo
587838,alto
179751,alto
40867,alto
847276,bajo
635727,alto
370099,alto
658276,bajo
200907,alto
875853,alto
105188,alto
853332,alto
708827,medio-bajo
909428,alto
319682,medio-alto
511826,alto
930987,alto
565869,bajo
193369,alto
288263,alto
580646,alto
640649,medio-bajo
170741,alto
827976,alto
920467,alto
447010,bajo
294630,alto
919317,bajo
791164,bajo
94,medio-alto
173916,alto
89733,alto
876655,medio-alto
896586,alto
685421,alto
325240,medio-alto
682918,medio-alto
525866,bajo
946135,alto
892311,alto
790538,bajo
963141,alto
202682,alto
109336,bajo
764181,medio-bajo
90606,alto
56175,alto
624303,bajo
732859,alto
771978,medio-alto
476154,bajo
901647,medio-bajo
222949,alto
152653,medio-bajo
494040,alto
624954,alto
635834,bajo
17840,bajo
809143,bajo
314808,alto
224103,alto
49333,bajo
82750,alto
353402,alto
220141,medio-bajo
41259,medio-alto
115047,medio-alto
887417,medio-alto
654551,alto
345580,alto
630022,bajo
314118,alto
845896,bajo
915760,medio-bajo
364028,medio-alto
440032,bajo
849240,alto
728552,medio-alto
770302,medio-alto
370640,medio-bajo
838796,alto
243024,alto
879020,alto
358931,bajo
948650,alto
90913,bajo
26926,alto
140219,bajo
249621,alto
393815,medio-alto
936594,alto
450789,alto
357171,alto
259206,medio-bajo
460981,alto
564978,bajo
612920,alto
142569,bajo
95058,bajo
563883,alto
846553,bajo
285873,alto
483255,medio-alto
908516,bajo
106091,alto
309887,bajo
888493,medio-bajo
161370,medio-alto
152297,alto
437795,bajo
121147,alto
987070,alto
936070,alto
656588,alto
742713,medio-bajo
131858,alto
794317,alto
269866,bajo
799434,medio-bajo
429129,alto
842422,medio-bajo
910094,bajo
497395,alto
268961,alto
864210,alto
770198,medio-alto
898437,alto
706014,bajo
857423,medio-alto
524111,alto
490416,bajo
269022,medio-bajo
616442,bajo
710771,alto
943816,alto
932832,alto
923930,medio-bajo
908777,alto
579313,alto
687304,alto
503248,alto
112061,bajo
921800,medio-alto
857610,bajo
643264,alto
146722,alto
13960,alto
699291,alto
154111,medio-alto
565283,alto
878411,alto
279255,bajo
672291,medio-bajo
512872,medio-alto
293912,alto
915316,medio-alto
512924,medio-bajo
316164,alto
948497,medio-bajo
150127,bajo
928516,bajo
907738,alto
79634,alto
38361,alto
806853,medio-alto
379662,alto
300778,bajo
72381,alto
741014,alto
198114,alto
16028,alto
186722,bajo
971633,alto
61733,medio-bajo
368271,alto
845616,alto
460889,alto
187012,alto
132402,alto
580131,alto
342339,alto
554507,alto
850242,bajo
765055,bajo
845114,medio-alto
229153,alto
283993,bajo
263343,medio-alto
301183,bajo
201828,alto
762044,alto
609216,alto
928836,alto
429713,alto
952438,medio-bajo
218210,bajo
758574,alto
889912,medio-bajo
671943,bajo
28387,alto
305256,medio-bajo
789465,medio-alto
922890,medio-bajo
708175,alto
856705,medio-bajo
874897,alto
61673,medio-bajo
760664,alto
311826,alto
596083,alto
915230,bajo
456943,alto
33154,medio-alto
254622,bajo
122402,bajo
239811,medio-bajo
446331,alto
324656,medio-alto
721506,alto
312793,alto
634035,alto
145928,alto
210061,bajo
424352,alto
567510,bajo
849259,bajo
530721,alto
825187,medio-alto
279687,alto
18631,medio-alto
745600,alto
628667,medio-bajo
186263,bajo
776186,bajo
930042,alto
701517,bajo
320225,alto
507368,medio-alto
798697,alto
164357,medio-bajo
983274,alto
379551,alto
545280,alto
988467,bajo
561095,medio-bajo
789306,bajo
204871,bajo
820614,medio-alto
120516,bajo
842320,alto
468685,alto
895161,bajo
365239,alto
328274,alto
454221,bajo
845495,alto
175612,bajo
523829,alto
580261,bajo
351044,alto
988563,alto
781094,alto
903174,bajo
448025,alto
396887,alto
15376,alto
24290,bajo
45761,alto
875488,alto
343231,alto
406345,alto
973325,alto
204160,bajo
114078,alto
940858,alto
549529,alto
755032,alto
330275,bajo
33737,alto
738862,alto
59189,alto
147023,alto
693492,alto
258169,bajo
621376,alto
786414,bajo
677700,alto
496397,alto
740574,alto
401610,alto
861682,alto
446884,medio-alto
808381,bajo
538689,alto
172527,medio-alto
39956,alto
624737,medio-alto
134147,alto
449095,alto
253826,bajo
504487,alto
203396,alto
881322,alto
180547,bajo
82432,medio-bajo
844509,alto
46070,medio-alto
683166,bajo
415907,bajo
869519,alto
967377,alto
81744,medio-alto
229412,alto
576079,alto
810015,medio-bajo
483898,alto
687090,alto
841619,alto
588336,medio-bajo
139615,bajo
197125,alto
272531,medio-bajo
145339,alto
411982,alto
216291,bajo
11005,alto
391063,alto
350880,medio-alto
780420,bajo
458635,alto
642101,alto
376907,alto
568992,alto
372162,bajo
502299,alto
177153,alto
702976,bajo
552256,alto
395574,medio-alto
205552,alto
885362,bajo
495611,alto
814663,alto
741771,bajo
583054,alto
279409,alto
115346,alto
157743,bajo
554993,bajo
621604,bajo
165751,bajo
776676,alto
538613,medio-alto
350347,alto
524190,alto
773778,bajo
287630,alto
244586,alto
182673,alto
768856,alto
124034,alto
677767,alto
409839,alto
678343,bajo
376578,bajo
755350,alto
143851,bajo
723119,bajo
617893,alto
687941,bajo
829765,alto
849716,bajo
910363,medio-bajo
408905,bajo
309206,alto
440628,bajo
478219,medio-bajo
165258,medio-alto
657136,alto
610108,alto
6707,medio-alto
296770,alto
706974,alto
15749,bajo
818773,alto
512117,alto
48780,bajo
746374,bajo
440049,alto
277962,bajo
350190,alto
914389,alto
893727,bajo
454292,alto
536748,bajo
631300,alto
350382,medio-alto
679813,alto
75656,alto
90186,medio-alto
777395,medio-bajo
613578,alto
102830,alto
907284,alto
786532,medio-bajo
448530,alto
505354,medio-bajo
481670,medio-bajo
184317,bajo
753850,alto
887245,medio-bajo
22684,alto
68804,alto
788707,bajo
702143,bajo
105350,bajo
670008,medio-bajo
771349,medio-bajo
920253,medio-bajo
713581,alto
352537,alto
490543,medio-bajo
191882,alto
200090,alto
391618,alto
118512,alto
185950,alto
253761,alto
639863,alto
250842,alto
498013,bajo
108451,medio-alto
241269,alto
577719,medio-alto
572228,alto
332887,bajo
